STATE,ORIG_LABEL,MAP_SYM1,MAP_SYM2,UNIT_LINK,PROV_NO,PROVINCE,UNIT_NAME,UNIT_AGE,UNITDESC,STRAT_UNIT,UNIT_COM,MAP_REF,ROCKTYPE1,ROCKTYPE2,ROCKTYPE3,UNIT_REF
NY,Sl,Sl,Sl;2,NYSl;2,2,Hudson-Mohawk Sheet,Ilion Shale,Upper Silurian,Ilion Shale,,"part of Lockport Group 0-75 ft. (0-23 m).Secondary unit description from USGS Lexicon website (ref. NY046) and reference NY030:Farmers Mills Bed (new name) occurs in the uppermost Ilion [misspelled Illion] Formation, transitional into the overlying Vernon Formation of the Salina Group in eastern NY. The black shale horizon contains a rich eurypterid fauna identical to that found in the type region of the Pittsford Bed of the Vernon Formation, western NY. Author transfers this uppermost portion of the Ilion Formation to the Salina Group and suggests that perhaps the entire Ilion should be included in the Salina. . [Usage of the Ilion in this report is in conflict with Art. 28(b) of the NACSN, which states ""* * * a formation or its parts may not be assigned to two vertically adjacent groups.""] (Ciurca, 1990).",NY001,black shale,dolostone (dolomite),,NY002NY030NY046
NY,Sl,Sl,Sl;4,NYSl;4,4,Niagara Sheet,Lockport Group,Upper Silurian,"Lockport Group - consists of: Guelph, Oak Orchard, Eramosa, and Goat Island Dolostones; Gasport Limestone-local bioherms.",,"150-200 ft. (45-60 m).Unit descriptions from USGS Lexicon website (ref. NY046) and reference NY018:The Guelph Dolomite of the Lockport Group is revised to include strata at its base that was formerly assigned as the upper part of the Oak Orchard Dolomite of the Lockport Group or the Oak Orchard Member of the Lockport Formation by Zenger (1965). The Oak Orchard is abandoned in this report. This revision allows for uniformity in nomenclature and stratigraphy for this interval with Ontario, CAN. Consists of medium-gray to dark-gray, light-gray to tan weathering, laminated, fine-grained, commonly oolitic dolomite. Formation is divided into three informal units. Unit A consists of very light gray, fine-grained, stromatolitic dolomite and is marked by a distinctive biostromal bed. Unit B is a 4 to 6 foot thick interval of contorted, dark-gray, laminated, oolitic dolomite with black shale partings, and includes a middle zone of uniform, medium bluish-gray, oolitic dolomite with thin, dark shaly partings and beds with dolomicrite intraclasts. Unit C forms a transition zone between the Guelph and the overlying Vernon Shale and is similar to unit B, but contains vugs and interbedded zones of fine-grained, olive-gray to greenish-gray, argillaceous dolomite and thin, black or dark-gray, shaly partings. In Ontario, CAN the Guelph is between 200 and 300 feet thick, however, only a thin wedge of the formation extends into the Niagara Co. region of western NY where it is 33 to 36 feet thick in the subsurface. Overlies the Eramosa Dolomite of the Lockport Group and conformably underlies the Vernon Shale of the Salina Group. The Guelph-Vernon contact is placed at the base of the first black shale bed that is greater than 1 inch thick (this horizon may no be equivalent in all sections). The Guelph is of Late Silurian (late Ludlovian) age based on conodonts. [Report uses Silurian time scale of Harland and others (1982).] (Brett and others, 1995). Proposed abandonment of the Oak Orchard because unit is similar to Eramosa Dolomite and allows uniformity of nomenclature and stratigraphy with interval in Ontario, CAN (Brett and others, 1995).The Eramosa Dolomite of the Lockport Group is revised to include lower interval formerly called the Oak Orchard Dolomite of the Lockport Group or the Oak Orchard Member of the Lockport Formation by Zenger (1965) and an upper interval formerly assigned to the Guelph Dolomite. The Oak Orchard is proposed for abandonment herein. The revised Eramosa consists of massive, pale brownish-weathering, vuggy, commonly biostromal dolomite with intervals of sparsely fossiliferous, medium-bedded, flaggy-weathering, brownish-gray, bituminous dolomite and stromatolite bioherms. Formation can be divided into six informal units. Unit A is a 7 to 8 foot thick, massive, biostromal dolomite characterized by thickets of ramose tabulate coral and abundant white chert nodules. Unit B is a 13 to 20 foot thick, fine-grained, sparsely fossiliferous and bituminous dolomite that weathers medium-bedded to flaggy. Unit C consists of tabulate coral biostromes (similar to unit A) and masses of stromatolites; unit is massive or thick-bedded, brownish-weathering, saccroidal dolomite with large vugs. Unit D is a 16.8 foot thick flaggy-weathering, dark brownish-gray, nonfossiliferous, saccroidal dolomite with a middle massive interval that contains coral. Unit E is a 1- to 2-foot-thick marker bed of light-gray, laminar, stromatolitic dolomite. Unit F consists of 7.4 ft of medium-grained, olive-gray dolomite that locally contains scattered oolites and corals (similar to unit D). Thickness of the Eramosa is 38 to 50 ft. Well exposed in the Niagara River Gorge on old sewage treatment plant access road in Niagara Falls, Niagara Co., NY. Unconformably overlies the Goat Island Dolomite and underlies the Guelph Dolomite, both of the Lockport Group. The Eramosa is of Late Silurian (Ludlovian) age based on conodonts (Brett and others, 1995).  The Goat Island Dolomite of the Lockport Group in western NY is revised by the formal naming of three members, (ascending) the Niagara Falls, Ancaster, and Vinemount Members. The Niagara Falls Member is a gray to buff, biohermal grainstone, the Ancaster Member is a buff, thin-bedded, fine-grained, chert-rich dolomite, and the Vinemount Member is a light-gray to black, thin-bedded, shaly dolomite with some chert. Thickness of the Goat Island is 26 to 56 feet and averages 42 feet. Conformably and unconformably overlies the Gasport Dolomite and unconformably underlies the Eramosa Dolomite. East of Brockport, Monroe Co., NY, the Goat Island appears to correlate with the upper part of the Penfield Formation. The Goat Island is probably of Early and Late Silurian (latest Wenlockian and earliest Ludlovian) age based on conodonts (Brett and others, 1995).Revised the Gasport to the Gasport Dolomite of the Lockport Group and divided unit into two members, the Gothic Hill and Pekin Members. Gasport consists of a lower light pinkish-gray, crinoidal- and brachiopod-rich dolograinstone to dolopackstone (Gothic Hill Member) and an upper dark olive-gray, argillaceous, fine- to medium-grained dolomicrite that grades laterally into bioherms and flanking dolorudites (Pekin Member). Thickness is 19.5 to 37.2 ft. Unconformably overlies the DeCew Dolomite of the Clinton Group and unconformably underlies the Goat Island Dolomite of the Lockport Group. The Gasport is of Early Silurian (Wenlockian) age based on conodonts (Brett and others, 1995).",NY001,dolostone (dolomite),limestone,,NY002NY018NY046
NY,Sl,Sl,Sl;5,NYSl;5,5,Finger Lakes Sheet,Lockport Group,Upper Silurian,"Lockport Group - Oak Orchard and Penfield Dolostones; both replaced eastwardly by Sconondoa Formation-limestone, dolostone. ",,"80-175 ft. (25-55 m).Unit descriptions from USGS Lexicon website (ref. NY046) and reference NY018:Proposed abandonment of the Oak Orchard because unit is similar to Eramosa Dolomite and allows uniformity of nomenclature and stratigraphy with interval in Ontario, CAN (Brett and others, 1995).The Eramosa Dolomite of the Lockport Group is revised to include lower interval formerly called the Oak Orchard Dolomite of the Lockport Group or the Oak Orchard Member of the Lockport Formation by Zenger (1965) and an upper interval formerly assigned to the Guelph Dolomite. The Oak Orchard is proposed for abandonment herein. The revised Eramosa consists of massive, pale brownish-weathering, vuggy, commonly biostromal dolomite with intervals of sparsely fossiliferous, medium-bedded, flaggy-weathering, brownish-gray, bituminous dolomite and stromatolite bioherms. Formation can be divided into six informal units. Unit A is a 7 to 8 foot thick, massive, biostromal dolomite characterized by thickets of ramose tabulate coral and abundant white chert nodules. Unit B is a 13 to 20 foot thick, fine-grained, sparsely fossiliferous and bituminous dolomite that weathers medium-bedded to flaggy. Unit C consists of tabulate coral biostromes (similar to unit A) and masses of stromatolites; unit is massive or thick-bedded, brownish-weathering, saccroidal dolomite with large vugs. Unit D is a 16.8 foot thick flaggy-weathering, dark brownish-gray, nonfossiliferous, saccroidal dolomite with a middle massive interval that contains coral. Unit E is a 1- to 2-foot-thick marker bed of light-gray, laminar, stromatolitic dolomite. Unit F consists of 7.4 ft of medium-grained, olive-gray dolomite that locally contains scattered oolites and corals (similar to unit D). Thickness of the Eramosa is 38 to 50 ft. Well exposed in the Niagara River Gorge on old sewage treatment plant access road in Niagara Falls, Niagara Co., NY. Unconformably overlies the Goat Island Dolomite and underlies the Guelph Dolomite, both of the Lockport Group. The Eramosa is of Late Silurian (Ludlovian) age based on conodonts (Brett and others, 1995).  ",NY001,dolostone (dolomite),limestone,,NY002NY018NY046
NY,Sm,Sm,Sm;4,NYSm;4,4,Niagara Sheet,Medina Group,Lower Silurian,"Medina Group - consists of: Thorold Sandstone; Grimsby Formation-sandstone, shale; Power Glen and Cabot Head Shales; Whirlpool Sandstone.",,"800 ft. (250 m).Unit descriptions from USGS Lexicon website (ref. NY046) and reference NY018:The Medina Group in NY is revised to include (ascending) the Whirlpool Sandstone, Power Glen Shale, Devils Hole Sandstone (new name), Grimsby Formation, Thorold Sandstone, Cambria Shale (new name), and Kodak Sandstone. The interval containing the Thorold, Cambria, and Kodak has previously been assigned to the overlying Clinton Group. The term Medina replaces the Albion Group used previously in NY. The Medina consists of 80 to 115 ft of white, green, red, barren to moderately fossiliferous sandstone, siltstone, and shale. Unconformably overlies the Ordovician Queenston Shale and unconformably underlies the Clinton Group. The upper contact of the Medina was formerly placed by Rickard (1975) at the top of the Grimsby Formation; it is here revised as the top of the Kodak Sandstone. The Medina is of Early Silurian (Llandoverian) age. [This report uses the Early and Late Silurian time scale of Harland and others (1982).] (Brett and others, 1995).Revised the Thorold Sandstone of the Medina Group in western NY by removing the upper part of the unit and creating a new formation, the Cambria Shale. The revised Thorold consists of two laterally correlative facies: (1) to the east, between Rochester and Lockport, NY, unit is mottled pink to red, cross-bedded, channel sandstone with trace fossils, (2) in Niagara region and westward, it is a light-gray to white, massive, argillaceous, pelletal sandstone. Unit is typically interbedded with thin, green, silty, shales. Thickness is 4.5 to 10.0 feet. Overlies the Grimsby Formation with a sharp but nearly conformably contact, and conformably underlies the Cambria Shale. Between Niagara Falls, NY, and Hamilton, Ont, CAN, a low-angle unconformity occurs at the top of the unit and the Neagha Shale of the Clinton overlies the Thorold. The Thorold is of Early Silurian (Llandoverian) age (Brett and others, 1995).The Grimsby Formation of the Medina Group is revised to include the uppermost beds formerly (Rickard, 1975) included in the Power Glen Shale. The lowest beds of the revised Grimsby are named the Artpark Phosphate Bed. The Grimsby consists of interbedded red and green sandstone, siltstone, and shale, and tends to be more argillaceous toward the base. The matrix of the Artpark Phosphate Bed and the basal 5 to 10 ft of the Grimsby is typically intensely burrowed greenish-gray and maroon shale. Fossils are common in the basal beds and include pelecypods, cephalopods, ostracodes, bryozoans, and brachiopods. The remainder of the Grimsby consists of red and white mottled, fine- to medium-grained sandstone and conglomerate interbedded with shale. The ratio of sandstone to shale increases upward to the contact with the overlying Thorold Sandstone. Thickness is 56 to 72 ft. Overlies the Devils Hole Sandstone with a sharp contact, underlies the Thorold Sandstone with a sharp contact. Unit can be traced from Rochester, NY, to Hamilton, Ont, CAN. The Grimsby is of Early Silurian age, probably early Llandoverian based on correlation with the Brassfield Limestone of the Midcontinent (Brett and others, 1995).The Power Glen Shale of the Medina Group is revised to include only the lower part of the Power Glen Shale of Rickard (1975). The upper part is now considered the Devils Hole Sandstone (new) and the basal beds of the Grimsby Formation. The Power Glen consists of sparsely fossiliferous dark-gray to greenish-gray marine shale with light-gray to bluish-gray, hummocky cross-stratified to bioturbated, quartzose sandstone interbeds; also contains interbeds of dolomite, calcareous siltstone, and sandy limestone. Well exposed along Niagara Street railroad cut, Lockport, Niagara Co., NY. Thickness ranges from 20.0 to 27.5 feet. Gradationally overlies the Whirlpool Sandstone and underlies the Devils Hole Sandstone with a sharp contact. The Power Glen is of Early Silurian (Llandoverian) age (Brett and others, 1995).The Whirlpool Sandstone of the Medina Group in western NY consists of light-gray to white, medium- to coarse-grained, trough cross-bedded, quartzose sandstone with thin, dark-gray to greenish-gray shale clasts and interbeds. Unit contains floral microfossils. Thickness is 18 to 28 feet. Well exposed on Niagara Street at the railroad overpass, Lockport, Niagara Co., NY. Unit is lowest formation in Medina Group. Unconformably overlies the Upper Ordovician Queenston Shale and underlies the Power Glen Shale (contact is gradational over a few feet of interbedded sandstone and shale). Unit is mappable as far west as Hamilton, Ont, CAN, where in grades into carbonate of the Manitoulin Dolomite. To the east, near Medina, NY, the overlying Power Glen Shale pinches out, and the Whirlpool underlies the Devils Hole Sandstone (new). The Whirlpool is of Early Silurian age, probably early Llandoverian, based on correlation with the Manitoulin Dolomite (Brett and others, 1995).",NY001,sandstone,shale,,NY002NY018NY046
NY,Sm,Sm,Sm;5,NYSm;5,5,Finger Lakes Sheet,Medina Group,Lower Silurian,"Medina Group - Grimsby Formation-sandstone, shale.",,"part of the Medina Group and Queenston Formation 0-900 ft. (0-270 m).Unit descriptions from USGS Lexicon website (ref. NY046) and reference NY018:The Medina Group in NY is revised to include (ascending) the Whirlpool Sandstone, Power Glen Shale, Devils Hole Sandstone (new name), Grimsby Formation, Thorold Sandstone, Cambria Shale (new name), and Kodak Sandstone. The interval containing the Thorold, Cambria, and Kodak has previously been assigned to the overlying Clinton Group. The term Medina replaces the Albion Group used previously in NY. The Medina consists of 80 to 115 ft of white, green, red, barren to moderately fossiliferous sandstone, siltstone, and shale. Unconformably overlies the Ordovician Queenston Shale and unconformably underlies the Clinton Group. The upper contact of the Medina was formerly placed by Rickard (1975) at the top of the Grimsby Formation; it is here revised as the top of the Kodak Sandstone. The Medina is of Early Silurian (Llandoverian) age. [This report uses the Early and Late Silurian time scale of Harland and others (1982).] (Brett and others, 1995).The Grimsby Formation of the Medina Group is revised to include the uppermost beds formerly (Rickard, 1975) included in the Power Glen Shale. The lowest beds of the revised Grimsby are named the Artpark Phosphate Bed. The Grimsby consists of interbedded red and green sandstone, siltstone, and shale, and tends to be more argillaceous toward the base. The matrix of the Artpark Phosphate Bed and the basal 5 to 10 ft of the Grimsby is typically intensely burrowed greenish-gray and maroon shale. Fossils are common in the basal beds and include pelecypods, cephalopods, ostracodes, bryozoans, and brachiopods. The remainder of the Grimsby consists of red and white mottled, fine- to medium-grained sandstone and conglomerate interbedded with shale. The ratio of sandstone to shale increases upward to the contact with the overlying Thorold Sandstone. Thickness is 56 to 72 ft. Overlies the Devils Hole Sandstone with a sharp contact, underlies the Thorold Sandstone with a sharp contact. Unit can be traced from Rochester, NY, to Hamilton, Ont, CAN. The Grimsby is of Early Silurian age, probably early Llandoverian based on correlation with the Brassfield Limestone of the Midcontinent (Brett and others, 1995).In cross section E-E', in the subsurface of central to eastern OH, Queenston Shale is used for silty red shale equivalent to the Juniata Formation in WV. Age is Late Ordovician (Richmondian) based on stratigraphic position and fossils in equivalent strata in OH and KY (Ryder, 1992). ",NY001,sandstone,shale,siltstone; conglomerate; chemical,NY002NY018NY046
NY,SmOq,SmOq,SmOq;1,NYSmOq;1,1,Adirondack Sheet,Undifferentiated Medina Group and Queenston Formation,Upper Ordovician - Lower Silurian,"Undifferentiated Medina Group and Queenston Formation - Grimsby Formation-sandstones, shale; and Queenston Formation-siltstone, shale.",,"Medina Group and Queenston Formation up to 100 ft. (30 m).Secondary unit descriptions from USGS website (ref. NY046) and references NY018 and NY019:The Medina Group in NY is revised to include (ascending) the Whirlpool Sandstone, Power Glen Shale, Devils Hole Sandstone (new name), Grimsby Formation, Thorold Sandstone, Cambria Shale (new name), and Kodak Sandstone. The interval containing the Thorold, Cambria, and Kodak has previously been assigned to the overlying Clinton Group. The term Medina replaces the Albion Group used previously in NY. The Medina consists of 80 to 115 ft of white, green, red, barren to moderately fossiliferous sandstone, siltstone, and shale. Unconformably overlies the Ordovician Queenston Shale and unconformably underlies the Clinton Group. The upper contact of the Medina was formerly placed by Rickard (1975) at the top of the Grimsby Formation; it is here revised as the top of the Kodak Sandstone. The Medina is of Early Silurian (Llandoverian) age. [This report uses the Early and Late Silurian time scale of Harland and others (1982).] (Brett and others, 1995).The Grimsby Formation of the Medina Group is revised to include the uppermost beds formerly (Rickard, 1975) included in the Power Glen Shale. The lowest beds of the revised Grimsby are named the Artpark Phosphate Bed. The Grimsby consists of interbedded red and green sandstone, siltstone, and shale, and tends to be more argillaceous toward the base. The matrix of the Artpark Phosphate Bed and the basal 5 to 10 ft of the Grimsby is typically intensely burrowed greenish-gray and maroon shale. Fossils are common in the basal beds and include pelecypods, cephalopods, ostracodes, bryozoans, and brachiopods. The remainder of the Grimsby consists of red and white mottled, fine- to medium-grained sandstone and conglomerate interbedded with shale. The ratio of sandstone to shale increases upward to the contact with the overlying Thorold Sandstone. Thickness is 56 to 72 ft. Overlies the Devils Hole Sandstone with a sharp contact, underlies the Thorold Sandstone with a sharp contact. Unit can be traced from Rochester, NY, to Hamilton, Ont, CAN. The Grimsby is of Early Silurian age, probably early Llandoverian based on correlation with the Brassfield Limestone of the Midcontinent (Brett and others, 1995).In cross section E-E', in the subsurface of central to eastern OH, Queenston Shale is used for silty red shale equivalent to the Juniata Formation in WV. Age is Late Ordovician (Richmondian) based on stratigraphic position and fossils in equivalent strata in OH and KY (Ryder, 1992). ",NY001,shale,sandstone,siltstone; conglomerate; chemical,NY002NY018NY019NY046
NY,SmOq,SmOq,SmOq;5,NYSmOq;5,5,Finger Lakes Sheet,Undifferentiated Medina Group and Queenston Formation,Upper Ordovician - Lower Silurian,"Undifferentiated Medina Group and Queenston Formation - Grimsby Formation-sandstones, shale; and Queenston Formation-shale, siltstone.",,"part of the Medina Group and Queenston Formation 0-900 ft. (0-270 m).Secondary unit descriptions from USGS website (ref. NY046) and references NY018 and NY019:The Medina Group in NY is revised to include (ascending) the Whirlpool Sandstone, Power Glen Shale, Devils Hole Sandstone (new name), Grimsby Formation, Thorold Sandstone, Cambria Shale (new name), and Kodak Sandstone. The interval containing the Thorold, Cambria, and Kodak has previously been assigned to the overlying Clinton Group. The term Medina replaces the Albion Group used previously in NY. The Medina consists of 80 to 115 ft of white, green, red, barren to moderately fossiliferous sandstone, siltstone, and shale. Unconformably overlies the Ordovician Queenston Shale and unconformably underlies the Clinton Group. The upper contact of the Medina was formerly placed by Rickard (1975) at the top of the Grimsby Formation; it is here revised as the top of the Kodak Sandstone. The Medina is of Early Silurian (Llandoverian) age. [This report uses the Early and Late Silurian time scale of Harland and others (1982).] (Brett and others, 1995).The Grimsby Formation of the Medina Group is revised to include the uppermost beds formerly (Rickard, 1975) included in the Power Glen Shale. The lowest beds of the revised Grimsby are named the Artpark Phosphate Bed. The Grimsby consists of interbedded red and green sandstone, siltstone, and shale, and tends to be more argillaceous toward the base. The matrix of the Artpark Phosphate Bed and the basal 5 to 10 ft of the Grimsby is typically intensely burrowed greenish-gray and maroon shale. Fossils are common in the basal beds and include pelecypods, cephalopods, ostracodes, bryozoans, and brachiopods. The remainder of the Grimsby consists of red and white mottled, fine- to medium-grained sandstone and conglomerate interbedded with shale. The ratio of sandstone to shale increases upward to the contact with the overlying Thorold Sandstone. Thickness is 56 to 72 ft. Overlies the Devils Hole Sandstone with a sharp contact, underlies the Thorold Sandstone with a sharp contact. Unit can be traced from Rochester, NY, to Hamilton, Ont, CAN. The Grimsby is of Early Silurian age, probably early Llandoverian based on correlation with the Brassfield Limestone of the Midcontinent (Brett and others, 1995).",NY001,shale,sandstone,siltstone; conglomerate; chemical,NY002NY018NY019NY046
NY,Sr,Sr,Sr;4,NYSr;4,4,Niagara Sheet,Decew Dolostone and Rochester Shale,Lower Silurian,Decew Dolostone and Rochester Shale,,"part of the Clinton Group 100-150 ft. (34-45 m).Descriptions from USGS Lexicon website (ref. NY046) and reference NY018:The DeCew Dolomite, the uppermost formation of the Clinton Group, in western NY consists of variably bedded, dark-gray to olive-gray, argillaceous to sandy, fine-grained dolomite that locally contains shaly partings and interbeds. A middle bed of up to 3 ft thick is present in the southern Niagara River Gorge. Unit weathers to a distinctive light olive gray. Its most distinctive feature is soft-sediment deformation features that include flame structures and overturned and isoclinal folds. Thickness is 8 to 12 ft. Well exposed at Lockport Junction Road (Rte 429) west of Lockport, NY. Conformably overlies the Rochester Shale in most areas, but is unconformable at the southern end of the Niagara River Gorge; unconformably underlies the Gasport Dolomite. The DeCew is of Early Silurian (middle Wenlockian) age based on conodonts. [Report uses Early-Late Silurian boundary of Harland and others (1982) between the Wenlockian and the Ludlovian.] (Brett and others, 1995).The Rochester Shale of the Clinton Group in western NY consists of medium-dark gray to black calcareous mudstone with thin interbeds of calcareous to dolomitic calcisiltite (pelletal grainstone) and calcarenite (fossil packstone and grainstone). Unit has been divided into (ascending) the Lewiston and Burleigh Hill Members with the division occurring at the top of a series of skeletal packstones to grainstones that are typically rich in bryozoans and brachiopod shell fragments. Thickness in western NY is 58 to 65 feet. Well exposed in cliffs of Niagara River Gorge near Lewiston, NY. Conformably overlies the Irondequoit Limestone and underlies the DeCew Dolomite. The Rochester is of Early Silurian (early and middle Wenlockian) age. [Report follows Early and Late Silurian time scale of Harland and others (1982). Division between Early and Late falls at the Wenlockian-Ludlovian boundary.] (Brett and others, 1995).",NY001,shale,dolostone (dolomite),black shale; calcarenite,NY002NY018NY046
NY,Sr,Sr,Sr;5,NYSr;5,5,Finger Lakes Sheet,Decew Dolostone and Rochester Shale,Lower Silurian,Decew Dolostone and Rochester Shale,,"part of the Clinton Group 150-325 ft. (40-100 m).Descriptions from USGS Lexicon website (ref. NY046) and reference NY018:The DeCew Dolomite, the uppermost formation of the Clinton Group, in western NY consists of variably bedded, dark-gray to olive-gray, argillaceous to sandy, fine-grained dolomite that locally contains shaly partings and interbeds. A middle bed of up to 3 ft thick is present in the southern Niagara River Gorge. Unit weathers to a distinctive light olive gray. Its most distinctive feature is soft-sediment deformation features that include flame structures and overturned and isoclinal folds. Thickness is 8 to 12 ft. Well exposed at Lockport Junction Road (Rte 429) west of Lockport, NY. Conformably overlies the Rochester Shale in most areas, but is unconformable at the southern end of the Niagara River Gorge; unconformably underlies the Gasport Dolomite. The DeCew is of Early Silurian (middle Wenlockian) age based on conodonts. [Report uses Early-Late Silurian boundary of Harland and others (1982) between the Wenlockian and the Ludlovian.] (Brett and others, 1995).The Rochester Shale of the Clinton Group in western NY consists of medium-dark gray to black calcareous mudstone with thin interbeds of calcareous to dolomitic calcisiltite (pelletal grainstone) and calcarenite (fossil packstone and grainstone). Unit has been divided into (ascending) the Lewiston and Burleigh Hill Members with the division occurring at the top of a series of skeletal packstones to grainstones that are typically rich in bryozoans and brachiopod shell fragments. Thickness in western NY is 58 to 65 feet. Well exposed in cliffs of Niagara River Gorge near Lewiston, NY. Conformably overlies the Irondequoit Limestone and underlies the DeCew Dolomite. The Rochester is of Early Silurian (early and middle Wenlockian) age. [Report follows Early and Late Silurian time scale of Harland and others (1982). Division between Early and Late falls at the Wenlockian-Ludlovian boundary.] (Brett and others, 1995).",NY001,shale,dolostone (dolomite),black shale; calcarenite,NY002NY018NY046
NY,Srp,Srp,Srp;3,NYSrp;3,3,Lower Hudson Sheet,Rondout Formation,Upper Silurian,"Rondout Formation - dolostone, limestone; Binnewater Sandstone; High Falls Shale; Warwarsing Limestone; Decker Limestone; Bossardville Limestone; Poxono Island Formation-shale, dolostone.",,"part of Undifferentiated Silurian Rocks I, 0-400 ft. (0-120 m).Secondary unit descriptions from USGS Geologic Names lexicon (ref. NY046): The Binnewater Sandstone in southeastern New York consists of interbedded, thin- to medium-bedded, cross-bedded, rippled, light-gray, quartzose sandstone, and partly mudcracked, green and gray silty shale, dolomite, and limestone. Lower contact is gradational with the High Falls Shale and the upper contact is gradational with the Rondout Formation. Some earlier reports have mistaken the Poxono Island Formation as the Binnewater Sandstone. Unit is of Late Silurian age.The High Falls Shale consists of a 55 foot thick lower unit of red and green shale and green dolomite, a 12 foot thick medial unit of green, calcareous dolomite with a bed of dark-gray, laminated dolomite at the base, and a 25 foot thick upper unit of gray, green, and red calcareous and silty shale with some thin dolomite beds. The basal contact of the High Falls is placed at the base of the first red bed above the uppermost quartzite or conglomerate of the Shawangunk Formation and the upper contact is gradational with the overlying Binnewater Sandstone. Unit ranges from 46 to 100 feet thick. The High Falls Shale has been confused by some earlier workers as being equivalent to the Bloomsburg Red Beds.Rondout and Decker Formations mapped undivided, but discussed separately in text. Decker is light- to medium-gray, calcareous quartz siltstone and sandstone, locally a fine-pebble conglomerate. Locally interbedded with medium-gray, medium to coarse-grained, thin- to medium-bedded limestone and very fine-grained dolomite. Total thickness approximately 72 ft. Lower contact with Bossardville Limestone is gradational. Age is Late Silurian.Bossardville Limestone mapped in northwestern NJ. Composed of medium-gray to medium-dark-gray, very fine-grained, argillaceous limestone and limestone, weathers medium bluish gray. Unit is thin-bedded, laminated to ribbon-textured. Desiccation columns and cracks occur in southwestern part of map area. Total thickness is approximately 100 ft. Lower contact with Poxono Island Formation is gradational and placed at top of uppermost dolomite. Underlies Decker Formation. Age is Late Silurian.The Poxono Island Formation is about 500 feet thick at Port Jervis, NY, and gradually thins to the north toward Ellenville where it is about 300 feet thick. Consists of laminated, platy, thin-bedded, greenish-gray calcareous siltstone, dolostone, and light-greenish-gray shale. Between Accord and High Falls, NY the Poxono Island grades laterally into the Binnewater Sandstone. The Poxono Island overlies the Bloomsburg Red Beds or the High View Tongue of the Shawangunk Formation and underlies the Bossardville Limestone or Rondout Formation. Unit is of Late Silurian age.",NY001,siltstone,limestone,sandstone; dolostone (dolomite); shale,NY002NY046
NY,Ssy,Ssy,Ssy;5,NYSsy;5,5,Finger Lakes Sheet,Syracuse Formation,Upper Silurian,"Syracuse Formation - dolostone, shale, gypsum, salt.",,"part of Akron Dolostone, Cobleskill Limestone, and Salina group 700-1000 ft. (210-300 m).",NY001,dolostone (dolomite),shale,evaporite,NY002
NY,Sv,Sv,Sv;2,NYSv;2,2,Hudson-Mohawk Sheet,Vernon Shale,Upper Silurian,Vernon Shale,,"part of Cobleskill Limestone and Salina Group 0-700 ft. (0-210 m)Secondary unit description from USGS website (ref. NY046) and reference NY030:Vernon Formation of Salina Group contains at least four eurypterid-bearing black shale horizons in western NY here described as lowermost(?) Harris Hill Bed (new name) at East Penfield, and Monroeav (new name), Pittsford (revised), and Barge Canal (new name) Beds at Pittsford, NY. Beds vary in thickness from approximately 1 ft for the Harris Hill to 7 ft for the Monroeav Bed. A thin dolomitic interval in the type area of the Vernon Formation in central NY containing eurypterids and fish remains is here named the Downing Brook Bed (Ciurca, 1990). ",NY001,shale,black shale,,NY002NY030NY046
NY,Sv,Sv,Sv;5,NYSv;5,5,Finger Lakes Sheet,Vernon Formation,Upper Silurian,"Vernon Formation - shale, dolostone.",,"part of Akron Dolostone, Cobleskill Limestone, and Salina group 700-1000 ft. (210-300 m).Secondary unit description from USGS website (ref. NY046) and reference NY030:Vernon Formation of Salina Group contains at least four eurypterid-bearing black shale horizons in western NY here described as lowermost(?) Harris Hill Bed (new name) at East Penfield, and Monroeav (new name), Pittsford (revised), and Barge Canal (new name) Beds at Pittsford, NY. Beds vary in thickness from approximately 1 ft for the Harris Hill to 7 ft for the Monroeav Bed. A thin dolomitic interval in the type area of the Vernon Formation in central NY containing eurypterids and fish remains is here named the Downing Brook Bed (Ciurca, 1990). ",NY001,shale,dolostone (dolomite),black shale,NY002NY030NY046
NY,Trb,TRb,TRb;3,NYTRb;3,3,Lower Hudson Sheet,"Brunswick Formation, undivided",Upper Triassic,"Brunswick Formation, undivided - includes the units: TRbg: sandstone and conglomerate; TRbs: sandstone, siltstone, mudstone; TRba: mudstone, sandstone, and arkose.",,"part of Newark Group 0-7000 ft. (0-2100 m).Unit description from USGS Lexicon website (ref. NY046) and reference NY045:The rank of the Brunswick is raised to Brunswick Group of the Newark Supergroup in NJ, NY, and PA. It includes the Passaic Formation of Olsen (1980), in NJ and NY, the Orange Mountain Basalt in NJ and NY, the Feltville Formation in NJ, the Preakness Basalt in NJ and NY, and the Towaco Formation, Hook Mountain Basalt, and Boonton Formation in NJ. In PA, the Brunswick Group is divided into the lower part, equivalent to the Passaic, the Jacksonwald Basalt, equivalent to the Orange Mountain, and the upper part, equivalent to the Feltville (Lyttle and Epstein, 1987).",NY001,conglomerate,sandstone,siltstone; mudstone; arkose,NY002NY045NY046
